,link,hour,qlength
844,42004,9-10,45.27600000000001
845,42005,9-10,45.27600000000001
846,42006,9-10,49.587999999999965
847,42007,9-10,26.326000000000022
848,42008,9-10,45.226
849,42009,9-10,57.80799999999999
850,42010,9-10,58.20799999999997
851,42011,9-10,63.45799999999997
852,42012,9-10,49.597999999999956
853,42013,9-10,62.27800000000002
854,42014,9-10,91.82799999999997
855,42015,9-10,60.847999999999956
856,42016,9-10,68.15800000000002
857,42017,9-10,80.78800000000001
858,42018,9-10,36.115999999999985
859,42019,9-10,35.26600000000002
860,42020,9-10,243.173
861,42021,9-10,37.406000000000006
862,42022,9-10,43.99600000000004
863,42023,9-10,56.63799999999998
864,42024,9-10,45.646000000000015
865,42025,9-10,45.646000000000015
866,51001,9-10,56.548
867,51002,9-10,61.93799999999999
868,51003,9-10,67.49799999999999
869,51004,9-10,24.97999999999996
870,51005,9-10,25.269999999999982
871,51006,9-10,7.829999999999984
872,51007,9-10,38.75799999999998
873,51008,9-10,37.88799999999998
874,51009,9-10,25.72999999999996
875,51010,9-10,89.97800000000001
876,51011,9-10,94.238
877,51012,9-10,43.367999999999995
878,51013,9-10,43.367999999999995
879,51014,9-10,31.95999999999998
880,51015,9-10,19.069999999999993
881,51016,9-10,20.589999999999975
882,51017,9-10,20.310000000000002
883,51018,9-10,49.858000000000004
884,51019,9-10,58.658000000000015
885,51020,9-10,68.798
886,51021,9-10,49.45799999999997
887,51022,9-10,72.58800000000002
888,51023,9-10,40.95799999999997
889,51024,9-10,49.00799999999998
890,51025,9-10,75.84800000000001
891,51026,9-10,75.84800000000001
892,51027,9-10,49.20799999999997
893,51028,9-10,63.49799999999999
894,51029,9-10,100.13799999999998
895,51030,9-10,39.13799999999998
896,51031,9-10,45.168000000000006
897,51032,9-10,50.567999999999984
898,51033,9-10,55.858000000000004
899,51034,9-10,20.299999999999955
900,51035,9-10,20.299999999999955
901,51036,9-10,19.389999999999986
902,51037,9-10,43.377999999999986
903,51038,9-10,62.46800000000002
904,51039,9-10,12.699999999999989
905,51040,9-10,31.579999999999984
906,51041,9-10,62.76800000000003
907,51042,9-10,62.76800000000003
908,51043,9-10,43.80799999999999
909,51044,9-10,43.80799999999999
910,51045,9-10,20.5
911,51046,9-10,26.16999999999996
912,51047,9-10,50.148000000000025
913,12001,15-16,211.39299999999997
914,12002,15-16,192.19299999999998
915,12003,15-16,374.703
916,12004,15-16,192.38299999999998
917,12005,15-16,198.03299999999996
918,12006,15-16,234.48299999999998
919,12007,15-16,210.83299999999997
920,12008,15-16,204.34299999999996
921,12009,15-16,192.303
922,12010,15-16,374.703
923,12011,15-16,400.41299999999995
924,12012,15-16,382.703
925,12013,15-16,269.47299999999996
926,12014,15-16,192.253
927,12015,15-16,216.94299999999998
928,12016,15-16,192.02299999999997
929,12017,15-16,192.29299999999995
930,12018,15-16,204.14299999999997
931,12019,15-16,422.793
932,12020,15-16,374.703
933,12021,15-16,117.57099999999997
934,12022,15-16,382.703
935,12023,15-16,374.703
936,12024,15-16,129.551
937,12025,15-16,241.16299999999998
938,12026,15-16,241.66299999999998
939,12027,15-16,228.923
940,12028,15-16,210.27299999999997
941,12029,15-16,386.52299999999997
942,12030,15-16,398.263
943,21001,15-16,56.333999999999946
944,21002,15-16,338.755
945,21003,15-16,375.61499999999995
946,21004,15-16,49.89399999999995
947,21005,15-16,43.483999999999924
948,21006,15-16,339.68499999999995
949,21007,15-16,363.965
950,21008,15-16,130.48399999999992
951,21009,15-16,339.5949999999999
952,21010,15-16,339.74499999999995
953,21011,15-16,398.16499999999996
954,21012,15-16,333.395
955,21013,15-16,111.98399999999992
956,21014,15-16,352.4549999999999
957,21015,15-16,416.42499999999995
958,21016,15-16,390.81499999999994
959,21017,15-16,333.32499999999993
960,21018,15-16,37.54399999999998
961,21019,15-16,333.30499999999995
962,21020,15-16,351.5849999999999
963,21021,15-16,333.3449999999999
964,21022,15-16,333.405
965,21023,15-16,436.87499999999994
966,21024,15-16,339.47499999999997
967,21025,15-16,333.025
968,21026,15-16,352.49499999999995
969,21027,15-16,70.06399999999996
970,21028,15-16,111.98399999999992
971,21029,15-16,333.30499999999995
972,21030,15-16,356.11499999999995
973,21031,15-16,416.42499999999995
974,21032,15-16,373.73499999999996
975,21033,15-16,333.07499999999993
976,21034,15-16,333.275
977,21035,15-16,358.05499999999995
978,21036,15-16,350.8349999999999
979,21037,15-16,333.255
980,21038,15-16,333.3349999999999
981,21039,15-16,38.20399999999995
982,22001,15-16,312.032
983,22002,15-16,318.60200000000003
984,22003,15-16,312.222
985,22004,15-16,318.532
986,22005,15-16,318.642
987,22006,15-16,368.742
988,22007,15-16,330.992
989,22008,15-16,329.712
990,22009,15-16,365.942
991,22010,15-16,312.372
992,22011,15-16,312.112
993,22012,15-16,323.752
994,22013,15-16,312.232
995,22014,15-16,331.022
996,22015,15-16,337.192
997,22016,15-16,330.212
998,22017,15-16,317.902
999,22018,15-16,312.192
1000,22019,15-16,312.262
1001,22020,15-16,359.782
1002,22021,15-16,312.262
1003,22022,15-16,324.132
1004,22023,15-16,354.672
1005,22024,15-16,380.832
1006,22025,15-16,318.462
1007,22026,15-16,312.062
1008,22027,15-16,323.972
1009,22028,15-16,336.842
1010,22029,15-16,354.442
1011,22030,15-16,353.10200000000003
1012,22031,15-16,318.112
1013,22032,15-16,318.112
1014,22033,15-16,347.932
1015,22034,15-16,318.572
1016,22035,15-16,343.892
1017,22036,15-16,377.482
1018,22037,15-16,364.472
1019,22038,15-16,113.83500000000004
1020,22039,15-16,312.362
1021,31001,15-16,554.7139999999999
1022,31002,15-16,522.014
1023,31003,15-16,432.344
1024,31004,15-16,535.724
1025,31005,15-16,530.014
1026,31006,15-16,522.014
1027,31007,15-16,540.804
1028,31008,15-16,536.124
1029,31009,15-16,425.694
1030,31010,15-16,414.23400000000004
1031,31011,15-16,414.064
1032,31012,15-16,413.894
1033,31013,15-16,413.874
1034,31014,15-16,541.444
1035,31015,15-16,529.3240000000001
1036,31016,15-16,533.874
1037,31017,15-16,426.404
1038,31018,15-16,443.34400000000005
1039,31019,15-16,522.014
1040,31020,15-16,522.014
1041,31021,15-16,544.8140000000001
1042,31022,15-16,462.904
1043,31023,15-16,444.924
1044,31024,15-16,542.014
1045,31025,15-16,554.934
1046,31026,15-16,565.064
1047,31027,15-16,576.654
1048,31028,15-16,522.014
1049,31029,15-16,536.174
1050,31030,15-16,118.519
1051,31031,15-16,414.23400000000004
1052,31032,15-16,413.894
1053,31033,15-16,38.53899999999999
1054,31034,15-16,426.524
1055,31035,15-16,522.014
1056,31036,15-16,522.014
1057,32001,15-16,356.5969999999999
1058,32002,15-16,146.596
1059,32003,15-16,252.30599999999993
1060,32004,15-16,48.36699999999996
1061,32005,15-16,343.57699999999994
1062,32006,15-16,337.6769999999999
1063,32007,15-16,350.4669999999999
1064,32008,15-16,337.58699999999993
1065,32009,15-16,392.37699999999995
1066,32010,15-16,373.82699999999994
1067,32011,15-16,159.37599999999998
1068,32012,15-16,355.6669999999999
1069,32013,15-16,372.52699999999993
1070,32014,15-16,372.52699999999993
1071,32015,15-16,349.4269999999999
1072,32016,15-16,435.14699999999993
1073,32017,15-16,343.83699999999993
1074,32018,15-16,151.92599999999993
1075,32019,15-16,379.95699999999994
1076,32020,15-16,337.5369999999999
1077,32021,15-16,386.32699999999994
1078,32022,15-16,337.88699999999994
1079,32023,15-16,176.92599999999993
1080,32024,15-16,343.49699999999996
1081,32025,15-16,393.7369999999999
1082,32026,15-16,239.85599999999994
1083,32027,15-16,379.32699999999994
1084,32028,15-16,362.31699999999995
1085,32029,15-16,343.7969999999999
1086,32030,15-16,146.846
1087,32031,15-16,343.4869999999999
1088,32032,15-16,387.69699999999995
1089,32033,15-16,159.61599999999993
1090,32034,15-16,350.27699999999993
1091,32035,15-16,377.83699999999993
1092,32036,15-16,337.52699999999993
1093,41001,15-16,588.3559999999999
1094,41002,15-16,624.3159999999999
1095,41003,15-16,600.896
1096,41004,15-16,621.4359999999999
1097,41005,15-16,643.136
1098,41006,15-16,624.3159999999999
1099,41007,15-16,630.5059999999999
1100,41008,15-16,594.636
1101,41009,15-16,619.5959999999999
1102,41010,15-16,631.3159999999999
1103,41011,15-16,564.396
1104,41012,15-16,564.9559999999999
1105,41013,15-16,631.3159999999999
1106,41014,15-16,575.8459999999999
1107,41015,15-16,643.1759999999999
1108,41016,15-16,558.276
1109,41017,15-16,583.276
1110,41018,15-16,582.6659999999999
1111,41019,15-16,638.286
1112,41020,15-16,615.0059999999999
1113,41021,15-16,558.2359999999999
1114,41022,15-16,631.3159999999999
1115,41023,15-16,558.3659999999999
1116,41024,15-16,558.376
1117,42001,15-16,42.95600000000002
1118,42002,15-16,81.858
1119,42003,15-16,57.898000000000025
1120,42004,15-16,100.00799999999998
1121,42005,15-16,119.88799999999998
1122,42006,15-16,69.80799999999999
1123,42007,15-16,75.51799999999997
1124,42008,15-16,75.868
1125,42009,15-16,243.173
1126,42010,15-16,45.865999999999985
1127,42011,15-16,51.488
1128,42012,15-16,65.03800000000001
1129,42013,15-16,172.685
1130,42014,15-16,48.678
1131,42015,15-16,88.71799999999996
1132,42016,15-16,88.71799999999996
1133,42017,15-16,254.15299999999996
1134,42018,15-16,243.173
1135,42019,15-16,243.173
1136,42020,15-16,51.428
1137,42021,15-16,243.173
1138,42022,15-16,106.33799999999997
1139,42023,15-16,204.115
1140,42024,15-16,284.703
1141,42025,15-16,84.608
1142,51001,15-16,25.899999999999977
1143,51002,15-16,114.81199999999995
1144,51003,15-16,114.81199999999995
1145,51004,15-16,80.28800000000001
1146,51005,15-16,91.89800000000002
1147,51006,15-16,105.44199999999995
1148,51007,15-16,93.78800000000001
1149,51008,15-16,117.03199999999993
1150,51009,15-16,61.43799999999999
1151,51010,15-16,80.55799999999999
1152,51011,15-16,470.14199999999994
1153,51012,15-16,127.03199999999993
1154,51013,15-16,98.868
1155,51014,15-16,98.868
1156,51015,15-16,82.07799999999997
1157,51016,15-16,82.07799999999997
1158,51017,15-16,458.94199999999995
1159,51018,15-16,469.88199999999995
1160,51019,15-16,37.238
1161,51020,15-16,26.75
1162,51021,15-16,46.01800000000003
1163,51022,15-16,46.01800000000003
1164,51023,15-16,55.798
1165,51024,15-16,55.798
1166,51025,15-16,37.50799999999998
1167,51026,15-16,31.46999999999997
1168,51027,15-16,58.88799999999998
1169,51028,15-16,51.567999999999984
1170,51029,15-16,55.817999999999984
1171,51030,15-16,101.47800000000001
1172,51031,15-16,112.78199999999993
1173,51032,15-16,85.30799999999999
1174,51033,15-16,90.81799999999998
1175,51034,15-16,61.577999999999975
1176,51035,15-16,61.577999999999975
1177,51036,15-16,32.5
1178,51037,15-16,25.25999999999999
1179,51038,15-16,25.25999999999999
1180,51039,15-16,75.55799999999999
1181,51040,15-16,111.88199999999995
1182,51041,15-16,477.085
1183,51042,15-16,55.26800000000003
1184,51043,15-16,53.71800000000002
1185,51044,15-16,53.71800000000002
1186,51045,15-16,13.96999999999997
1187,51046,15-16,7.789999999999964
1188,12001,16-17,217.48299999999995
1189,12002,16-17,222.563
1190,12003,16-17,418.46299999999997
1191,12004,16-17,235.86299999999997
1192,12005,16-17,36.950999999999965
1193,12006,16-17,374.703
1194,12007,16-17,387.243
1195,12008,16-17,382.703
1196,12009,16-17,401.753
1197,12010,16-17,204.89299999999997
1198,12011,16-17,228.23299999999995
1199,12012,16-17,192.433
1200,12013,16-17,374.703
1201,12014,16-17,49.460999999999956
1202,12015,16-17,374.703
1203,12016,16-17,197.70299999999997
1204,12017,16-17,192.243
1205,12018,16-17,42.150999999999954
1206,12019,16-17,252.24299999999997
1207,12020,16-17,198.613
1208,12021,16-17,448.96299999999997
1209,12022,16-17,192.14299999999997
1210,12023,16-17,192.38299999999998
1211,12024,16-17,374.703
1212,12025,16-17,374.703
1213,12026,16-17,204.923
1214,12027,16-17,211.08299999999997
1215,12028,16-17,58.33099999999996
1216,12029,16-17,192.33299999999997
1217,12030,16-17,382.703
1218,12031,16-17,222.02299999999997
1219,21001,16-17,333.23499999999996
1220,21002,16-17,339.4649999999999
1221,21003,16-17,394.91499999999996
1222,21004,16-17,333.025
1223,21005,16-17,14.113999999999919
1224,21006,16-17,345.62499999999994
1225,21007,16-17,369.11499999999995
1226,21008,16-17,136.52399999999994
1227,21009,16-17,74.75399999999996
1228,21010,16-17,407.93499999999995
1229,21011,16-17,419.41499999999996
1230,21012,16-17,333.29499999999996
1231,21013,16-17,393.4549999999999
1232,21014,16-17,345.22499999999997
1233,21015,16-17,345.22499999999997
1234,21016,16-17,333.275
1235,21017,16-17,333.275
1236,21018,16-17,440.85499999999996
1237,21019,16-17,59.34399999999994
1238,21020,16-17,73.76399999999995
1239,21021,16-17,333.47499999999997
1240,21022,16-17,43.053999999999974
1241,21023,16-17,111.98399999999992
1242,21024,16-17,39.76399999999995
1243,21025,16-17,345.0949999999999
1244,21026,16-17,369.73499999999996
1245,21027,16-17,131.44399999999996
1246,21028,16-17,63.64399999999995
1247,21029,16-17,370.82499999999993
1248,21030,16-17,381.91499999999996
1249,21031,16-17,333.0849999999999
1250,21032,16-17,356.32499999999993
1251,21033,16-17,333.265
1252,21034,16-17,333.24499999999995
1253,21035,16-17,333.06499999999994
1254,21036,16-17,382.63499999999993
1255,21037,16-17,339.405
1256,21038,16-17,416.42499999999995
1257,22001,16-17,312.312
1258,22002,16-17,441.36199999999997
1259,22003,16-17,435.062
1260,22004,16-17,312.442
1261,22005,16-17,323.812
1262,22006,16-17,318.702
1263,22007,16-17,415.692
1264,22008,16-17,312.10200000000003
1265,22009,16-17,330.072
1266,22010,16-17,348.372
1267,22011,16-17,349.452
1268,22012,16-17,312.172
1269,22013,16-17,312.022
1270,22014,16-17,312.41200000000003
1271,22015,16-17,312.142
1272,22016,16-17,312.222
1273,22017,16-17,312.362
1274,22018,16-17,325.16200000000003
1275,22019,16-17,312.092
1276,22020,16-17,324.892
1277,22021,16-17,422.692
1278,22022,16-17,323.952
1279,22023,16-17,324.092
1280,22024,16-17,329.432
1281,22025,16-17,329.432
1282,22026,16-17,318.572
1283,22027,16-17,312.132
1284,22028,16-17,324.732
1285,22029,16-17,343.432
1286,22030,16-17,312.35200000000003
1287,22031,16-17,318.362
1288,22032,16-17,317.812
1289,22033,16-17,317.91200000000003
1290,22034,16-17,318.402
1291,22035,16-17,125.005
1292,22036,16-17,377.252
1293,22037,16-17,378.392
1294,22038,16-17,433.152
1295,31001,16-17,530.014
1296,31002,16-17,554.634
1297,31003,16-17,464.644
1298,31004,16-17,454.634
1299,31005,16-17,533.8140000000001
1300,31006,16-17,535.524
1301,31007,16-17,461.554
1302,31008,16-17,12.989000000000033
1303,31009,16-17,413.874
1304,31010,16-17,522.014
1305,31011,16-17,528.274
1306,31012,16-17,413.874
1307,31013,16-17,547.884
1308,31014,16-17,501.314
1309,31015,16-17,542.384
1310,31016,16-17,413.98400000000004
1311,31017,16-17,420.104
1312,31018,16-17,534.234
1313,31019,16-17,535.524
1314,31020,16-17,419.634
1315,31021,16-17,522.014
1316,31022,16-17,530.014
1317,31023,16-17,543.034
1318,31024,16-17,419.784
1319,31025,16-17,425.624
1320,31026,16-17,413.974
1321,31027,16-17,522.014
1322,31028,16-17,522.014
1323,31029,16-17,414.05400000000003
1324,31030,16-17,444.664
1325,31031,16-17,463.704
1326,31032,16-17,541.164
1327,31033,16-17,540.5640000000001
1328,31034,16-17,522.014
1329,31035,16-17,445.054
1330,31036,16-17,522.014
1331,32001,16-17,400.55699999999996
1332,32002,16-17,338.1069999999999
1333,32003,16-17,158.9659999999999
1334,32004,16-17,337.7869999999999
1335,32005,16-17,355.61699999999996
1336,32006,16-17,374.55699999999996
1337,32007,16-17,361.2169999999999
1338,32008,16-17,343.2969999999999
1339,32009,16-17,337.6769999999999
1340,32010,16-17,337.68699999999995
1341,32011,16-17,343.4269999999999
1342,32012,16-17,337.86699999999996
1343,32013,16-17,337.75699999999995
1344,32014,16-17,355.87699999999995
1345,32015,16-17,350.39699999999993
1346,32016,16-17,355.77699999999993
1347,32017,16-17,355.83699999999993
1348,32018,16-17,251.5759999999999
1349,32019,16-17,407.27699999999993
1350,32020,16-17,7.947000000000003
1351,32021,16-17,164.63599999999997
1352,32022,16-17,337.55699999999996
1353,32023,16-17,355.38699999999994
1354,32024,16-17,343.9269999999999
1355,32025,16-17,435.14699999999993
1356,32026,16-17,337.7269999999999
1357,32027,16-17,342.9769999999999
1358,32028,16-17,369.8469999999999
1359,32029,16-17,165.85599999999994
1360,32030,16-17,337.75699999999995
1361,32031,16-17,337.6669999999999
1362,32032,16-17,370.3469999999999
1363,32033,16-17,366.49699999999996
1364,32034,16-17,343.83699999999993
1365,32035,16-17,343.82699999999994
1366,32036,16-17,18.656999999999925
1367,41001,16-17,624.3159999999999
1368,41002,16-17,634.0959999999999
1369,41003,16-17,571.6759999999999
1370,41004,16-17,581.6959999999999
1371,41005,16-17,577.0559999999999
1372,41006,16-17,564.4459999999999
1373,41007,16-17,564.5759999999999
1374,41008,16-17,558.7259999999999
1375,41009,16-17,636.4859999999999
1376,41010,16-17,571.3159999999999
1377,41011,16-17,624.3159999999999
1378,41012,16-17,571.1659999999999
1379,41013,16-17,577.3659999999999
1380,41014,16-17,596.8159999999999
1381,41015,16-17,631.1159999999999
1382,41016,16-17,626.376
1383,41017,16-17,577.3659999999999
1384,41018,16-17,570.2259999999999
1385,41019,16-17,624.3159999999999
1386,41020,16-17,633.0059999999999
1387,41021,16-17,649.386
1388,41022,16-17,630.026
1389,41023,16-17,650.2359999999999
1390,41024,16-17,564.9259999999999
1391,41025,16-17,558.4159999999999
1392,42001,16-17,231.52499999999998
1393,42002,16-17,73.678
1394,42003,16-17,209.015
1395,42004,16-17,90.93799999999999
1396,42005,16-17,243.173
1397,42006,16-17,243.173
1398,42007,16-17,44.365999999999985
1399,42008,16-17,39.07600000000002
1400,42009,16-17,39.07600000000002
1401,42010,16-17,241.623
1402,42011,16-17,210.735
1403,42012,16-17,57.99799999999999
1404,42013,16-17,61.367999999999995
1405,42014,16-17,222.995
1406,42015,16-17,83.50799999999998
1407,42016,16-17,245.38299999999998
1408,42017,16-17,100.108
1409,42018,16-17,57.51799999999997
1410,42019,16-17,69.118
1411,42020,16-17,81.24799999999999
1412,42021,16-17,266.37299999999993
1413,42022,16-17,243.173
1414,42023,16-17,31.446000000000026
1415,42024,16-17,30.826000000000022
1416,51001,16-17,136.38199999999995
1417,51002,16-17,55.317999999999984
1418,51003,16-17,53.837999999999965
1419,51004,16-17,55.96800000000002
1420,51005,16-17,59.327999999999975
1421,51006,16-17,102.50199999999995
1422,51007,16-17,97.01799999999997
1423,51008,16-17,99.28800000000001
1424,51009,16-17,55.93799999999999
1425,51010,16-17,462.88199999999995
1426,51011,16-17,117.92199999999997
1427,51012,16-17,91.55799999999999
1428,51013,16-17,91.548
1429,51014,16-17,54.648000000000025
1430,51015,16-17,115.32199999999995
1431,51016,16-17,120.58199999999994
1432,51017,16-17,49.488
1433,51018,16-17,95.09800000000001
1434,51019,16-17,146.87199999999996
1435,51020,16-17,117.03199999999993
1436,51021,16-17,127.87199999999996
1437,51022,16-17,49.148000000000025
1438,51023,16-17,466.602
1439,51024,16-17,476.645
1440,51025,16-17,63.70799999999997
1441,51026,16-17,62.877999999999986
1442,51027,16-17,82.44799999999998
1443,51028,16-17,125.07199999999995
1444,51029,16-17,62.827999999999975
1445,51030,16-17,62.827999999999975
1446,51031,16-17,147.86199999999997
1447,51032,16-17,79.58800000000002
1448,51033,16-17,55.50799999999998
1449,51034,16-17,119.02199999999993
1450,51035,16-17,123.27199999999993
1451,51036,16-17,31.339999999999975
1452,51037,16-17,77.798
1453,51038,16-17,77.00799999999998
1454,51039,16-17,100.03800000000001
1455,51040,16-17,467.292
1456,51041,16-17,50.367999999999995
1457,12001,17-18,248.01299999999998
1458,12002,17-18,117.57099999999997
1459,12003,17-18,374.703
1460,12004,17-18,380.813
1461,12005,17-18,117.57099999999997
1462,12006,17-18,374.703
1463,12007,17-18,192.20299999999997
1464,12008,17-18,198.71299999999997
1465,12009,17-18,210.60299999999995
1466,12010,17-18,235.19299999999998
1467,12011,17-18,245.57299999999998
1468,12012,17-18,222.02299999999997
1469,12013,17-18,42.670999999999935
1470,12014,17-18,204.363
1471,12015,17-18,240.313
1472,12016,17-18,117.57099999999997
1473,12017,17-18,66.83099999999996
1474,12018,17-18,198.45299999999997
1475,12019,17-18,382.703
1476,12020,17-18,382.703
1477,12021,17-18,192.23299999999995
1478,12022,17-18,27.601
1479,12023,17-18,380.563
1480,12024,17-18,203.57299999999998
1481,12025,17-18,192.33299999999997
1482,12026,17-18,192.35299999999995
1483,12027,17-18,192.303
1484,12028,17-18,192.40299999999996
1485,12029,17-18,418.323
1486,12030,17-18,452.90299999999996
1487,12031,17-18,63.450999999999965
1488,21001,17-18,364.155
1489,21002,17-18,333.30499999999995
1490,21003,17-18,344.93499999999995
1491,21004,17-18,345.275
1492,21005,17-18,63.67399999999998
1493,21006,17-18,62.66399999999999
1494,21007,17-18,333.30499999999995
1495,21008,17-18,365.86499999999995
1496,21009,17-18,111.98399999999992
1497,21010,17-18,54.89399999999995
1498,21011,17-18,339.42499999999995
1499,21012,17-18,333.385
1500,21013,17-18,422.68499999999995
1501,21014,17-18,369.5849999999999
1502,21015,17-18,111.98399999999992
1503,21016,17-18,339.3349999999999
1504,21017,17-18,111.98399999999992
1505,21018,17-18,333.56499999999994
1506,21019,17-18,333.155
1507,21020,17-18,111.98399999999992
1508,21021,17-18,333.255
1509,21022,17-18,19.293999999999983
1510,21023,17-18,118.98399999999992
1511,21024,17-18,338.61499999999995
1512,21025,17-18,333.49499999999995
1513,21026,17-18,70.96399999999994
1514,21027,17-18,333.10499999999996
1515,21028,17-18,345.905
1516,21029,17-18,376.48499999999996
1517,21030,17-18,376.48499999999996
1518,21031,17-18,333.12499999999994
1519,21032,17-18,338.775
1520,21033,17-18,352.515
1521,21034,17-18,369.16499999999996
1522,21035,17-18,344.48499999999996
1523,21036,17-18,453.775
1524,21037,17-18,111.98399999999992
1525,21038,17-18,53.243999999999915
1526,21039,17-18,339.43499999999995
1527,21040,17-18,13.6339999999999
1528,22001,17-18,318.532
1529,22002,17-18,312.232
1530,22003,17-18,361.022
1531,22004,17-18,364.742
1532,22005,17-18,337.112
1533,22006,17-18,107.68499999999995
1534,22007,17-18,318.66200000000003
1535,22008,17-18,325.10200000000003
1536,22009,17-18,341.482
1537,22010,17-18,355.66200000000003
1538,22011,17-18,325.232
1539,22012,17-18,325.232
1540,22013,17-18,318.782
1541,22014,17-18,44.764999999999986
1542,22015,17-18,422.692
1543,22016,17-18,365.242
1544,22017,17-18,367.262
1545,22018,17-18,312.112
1546,22019,17-18,44.985000000000014
1547,22020,17-18,330.232
1548,22021,17-18,330.332
1549,22022,17-18,312.202
1550,22023,17-18,358.982
1551,22024,17-18,362.702
1552,22025,17-18,312.262
1553,22026,17-18,324.302
1554,22027,17-18,335.66200000000003
1555,22028,17-18,330.762
1556,22029,17-18,451.002
1557,22030,17-18,354.202
1558,22031,17-18,323.942
1559,22032,17-18,318.41200000000003
1560,22033,17-18,318.41200000000003
1561,22034,17-18,324.212
1562,22035,17-18,344.492
1563,22036,17-18,329.492
1564,22037,17-18,353.492
1565,22038,17-18,415.692
1566,22039,17-18,323.822
1567,22040,17-18,13.735000000000014
1568,31001,17-18,522.014
1569,31002,17-18,45.87900000000002
1570,31003,17-18,50.448999999999955
1571,31004,17-18,542.554
1572,31005,17-18,545.0740000000001
1573,31006,17-18,522.014
1574,31007,17-18,522.014
1575,31008,17-18,414.094
1576,31009,17-18,535.184
1577,31010,17-18,414.014
1578,31011,17-18,420.55400000000003
1579,31012,17-18,419.604
1580,31013,17-18,413.894
1581,31014,17-18,419.604
1582,31015,17-18,530.014
1583,31016,17-18,437.644
1584,31017,17-18,547.274
1585,31018,17-18,437.004
1586,31019,17-18,530.014
1587,31020,17-18,425.524
1588,31021,17-18,536.154
1589,31022,17-18,419.584
1590,31023,17-18,547.034
1591,31024,17-18,451.204
1592,31025,17-18,522.014
1593,31026,17-18,414.064
1594,31027,17-18,419.644
1595,31028,17-18,571.134
1596,31029,17-18,560.744
1597,31030,17-18,413.884
1598,31031,17-18,413.994
1599,31032,17-18,546.674
1600,31033,17-18,549.414
1601,31034,17-18,432.784
1602,31035,17-18,7.13900000000001
1603,31036,17-18,7.13900000000001
1604,32001,17-18,355.93699999999995
1605,32002,17-18,446.82699999999994
1606,32003,17-18,387.1069999999999
1607,32004,17-18,344.1069999999999
1608,32005,17-18,387.99699999999996
1609,32006,17-18,355.49699999999996
1610,32007,17-18,343.20699999999994
1611,32008,17-18,69.34699999999998
1612,32009,17-18,392.30699999999996
1613,32010,17-18,343.12699999999995
1614,32011,17-18,152.77599999999995
1615,32012,17-18,337.6069999999999
1616,32013,17-18,349.6069999999999
1617,32014,17-18,343.87699999999995
1618,32015,17-18,362.38699999999994
1619,32016,17-18,417.10699999999997
1620,32017,17-18,343.5469999999999
1621,32018,17-18,147.03599999999994
1622,32019,17-18,397.24699999999996
1623,32020,17-18,343.58699999999993
1624,32021,17-18,69.34699999999998
1625,32022,17-18,202.56599999999992
1626,32023,17-18,337.9769999999999
1627,32024,17-18,372.9169999999999
1628,32025,17-18,159.04599999999994
1629,32026,17-18,344.0469999999999
1630,32027,17-18,368.3569999999999
1631,32028,17-18,356.9769999999999
1632,32029,17-18,171.0759999999999
1633,32030,17-18,368.33699999999993
