,link,hour,qlength
1634,32031,17-18,163.9459999999999
1635,32032,17-18,337.57699999999994
1636,32033,17-18,337.69699999999995
1637,32034,17-18,343.7869999999999
1638,32035,17-18,367.75699999999995
1639,32036,17-18,146.61599999999999
1640,41001,17-18,626.906
1641,41002,17-18,564.646
1642,41003,17-18,624.3159999999999
1643,41004,17-18,624.3159999999999
1644,41005,17-18,612.8059999999999
1645,41006,17-18,606.376
1646,41007,17-18,564.386
1647,41008,17-18,655.2459999999999
1648,41009,17-18,630.026
1649,41010,17-18,570.6659999999999
1650,41011,17-18,583.9759999999999
1651,41012,17-18,637.906
1652,41013,17-18,564.6159999999999
1653,41014,17-18,575.016
1654,41015,17-18,558.3159999999999
1655,41016,17-18,570.4359999999999
1656,41017,17-18,658.1159999999999
1657,41018,17-18,564.0459999999999
1658,41019,17-18,569.9559999999999
1659,41020,17-18,635.526
1660,41021,17-18,642.8259999999999
1661,41022,17-18,564.7359999999999
1662,41023,17-18,631.3159999999999
1663,41024,17-18,558.4159999999999
1664,41025,17-18,569.2459999999999
1665,42001,17-18,68.45799999999997
1666,42002,17-18,70.39800000000002
1667,42003,17-18,243.173
1668,42004,17-18,86.18799999999999
1669,42005,17-18,47.31600000000003
1670,42006,17-18,235.89499999999998
1671,42007,17-18,99.18799999999999
1672,42008,17-18,63.30799999999999
1673,42009,17-18,243.173
1674,42010,17-18,64.548
1675,42011,17-18,103.94799999999998
1676,42012,17-18,196.78499999999997
1677,42013,17-18,91.80799999999999
1678,42014,17-18,108.69799999999998
1679,42015,17-18,93.80799999999999
1680,42016,17-18,37.946000000000026
1681,42017,17-18,248.683
1682,42018,17-18,53.317999999999984
1683,42019,17-18,50.048
1684,42020,17-18,43.20600000000002
1685,42021,17-18,267.013
1686,42022,17-18,74.88799999999998
1687,42023,17-18,249.433
1688,42024,17-18,79.51799999999997
1689,42025,17-18,195.625
1690,51001,17-18,39.168000000000006
1691,51002,17-18,70.06799999999998
1692,51003,17-18,95.618
1693,51004,17-18,110.45199999999994
1694,51005,17-18,97.70799999999997
1695,51006,17-18,104.59199999999998
1696,51007,17-18,65.738
1697,51008,17-18,49.77800000000002
1698,51009,17-18,119.03199999999993
1699,51010,17-18,82.418
1700,51011,17-18,87.12799999999999
1701,51012,17-18,468.24199999999996
1702,51013,17-18,80.14800000000002
1703,51014,17-18,41.95799999999997
1704,51015,17-18,69.97800000000001
1705,51016,17-18,70.81799999999998
1706,51017,17-18,96.62799999999999
1707,51018,17-18,107.00199999999995
1708,51019,17-18,54.55799999999999
1709,51020,17-18,54.55799999999999
1710,51021,17-18,94.34800000000001
1711,51022,17-18,94.49799999999999
1712,51023,17-18,130.84199999999998
1713,51024,17-18,62.47800000000001
1714,51025,17-18,80.738
1715,51026,17-18,83.988
1716,51027,17-18,90.43799999999999
1717,51028,17-18,63.72800000000001
1718,51029,17-18,24.849999999999966
1719,51030,17-18,74.02800000000002
1720,51031,17-18,51.22800000000001
1721,51032,17-18,91.58800000000002
1722,51033,17-18,80.59800000000001
1723,51034,17-18,93.03800000000001
1724,51035,17-18,67.75799999999998
1725,51036,17-18,77.488
1726,51037,17-18,68.048
1727,51038,17-18,46.077999999999975
1728,51039,17-18,82.45799999999997
1729,51040,17-18,63.658000000000015
1730,51041,17-18,69.32799999999997
1731,51042,17-18,68.18799999999999
1732,51043,17-18,100.69799999999998
1733,51044,17-18,92.52800000000002
1734,12001,20-21,20.56099999999998
1735,12002,20-21,7.670999999999935
1736,12003,20-21,211.19299999999998
1737,12004,20-21,217.44299999999998
1738,12005,20-21,374.703
1739,12006,20-21,192.29299999999995
1740,12007,20-21,192.22299999999996
1741,12008,20-21,425.383
1742,12009,20-21,374.703
1743,12010,20-21,7.770999999999958
1744,12011,20-21,7.770999999999958
1745,12012,20-21,1.3209999999999695
1746,12013,20-21,1.5609999999999786
1747,12014,20-21,192.173
1748,12015,20-21,198.503
1749,12016,20-21,205.63299999999998
1750,12017,20-21,381.73299999999995
1751,12018,20-21,192.39299999999997
1752,12019,20-21,13.04099999999994
1753,12020,20-21,14.000999999999976
1754,12021,20-21,209.03299999999996
1755,12022,20-21,197.84299999999996
1756,12023,20-21,382.703
1757,12024,20-21,198.363
1758,12025,20-21,6.9809999999999945
1759,12026,20-21,31.800999999999988
1760,12027,20-21,31.800999999999988
1761,12028,20-21,1.6309999999999718
1762,12029,20-21,210.60299999999995
1763,12030,20-21,246.783
1764,12031,20-21,7.850999999999999
1765,12032,20-21,117.57099999999997
1766,12033,20-21,374.703
1767,12034,20-21,374.703
1768,12035,20-21,374.703
1769,12036,20-21,198.58299999999997
1770,21001,20-21,351.275
1771,21002,20-21,333.2049999999999
1772,21003,20-21,25.774
1773,21004,20-21,333.0849999999999
1774,21005,20-21,333.22499999999997
1775,21006,20-21,7.233999999999924
1776,21007,20-21,333.0949999999999
1777,21008,20-21,111.98399999999992
1778,21009,20-21,333.025
1779,21010,20-21,333.0849999999999
1780,21011,20-21,345.3449999999999
1781,21012,20-21,333.68499999999995
1782,21013,20-21,333.32499999999993
1783,21014,20-21,19.18399999999997
1784,21015,20-21,1.6440000000000055
1785,21016,20-21,333.30499999999995
1786,21017,20-21,36.3839999999999
1787,21018,20-21,338.87499999999994
1788,21019,20-21,338.94499999999994
1789,21020,20-21,338.94499999999994
1790,21021,20-21,7.543999999999983
1791,21022,20-21,7.723999999999933
1792,21023,20-21,339.29499999999996
1793,21024,20-21,339.42499999999995
1794,21025,20-21,332.98499999999996
1795,21026,20-21,332.98499999999996
1796,21027,20-21,1.44399999999996
1797,21028,20-21,26.644000000000005
1798,21029,20-21,345.81499999999994
1799,21030,20-21,333.49499999999995
1800,21031,20-21,7.613999999999919
1801,21032,20-21,333.03499999999997
1802,21033,20-21,333.29499999999996
1803,21034,20-21,339.62499999999994
1804,21035,20-21,339.5949999999999
1805,21036,20-21,369.36499999999995
1806,21037,20-21,338.905
1807,21038,20-21,351.86499999999995
1808,21039,20-21,26.333999999999946
1809,21040,20-21,1.524000000000001
1810,21041,20-21,333.31499999999994
1811,21042,20-21,20.313999999999965
1812,21043,20-21,19.403999999999996
1813,21044,20-21,14.493999999999915
1814,21045,20-21,339.525
1815,21046,20-21,344.8449999999999
1816,21047,20-21,339.9549999999999
1817,22001,20-21,318.632
1818,22002,20-21,312.182
1819,22003,20-21,318.272
1820,22004,20-21,20.315000000000055
1821,22005,20-21,312.272
1822,22006,20-21,317.91200000000003
1823,22007,20-21,113.39499999999998
1824,22008,20-21,312.402
1825,22009,20-21,312.402
1826,22010,20-21,342.442
1827,22011,20-21,317.452
1828,22012,20-21,324.702
1829,22013,20-21,318.382
1830,22014,20-21,26.805000000000064
1831,22015,20-21,312.29200000000003
1832,22016,20-21,324.562
1833,22017,20-21,312.35200000000003
1834,22018,20-21,323.892
1835,22019,20-21,325.982
1836,22020,20-21,26.20500000000004
1837,22021,20-21,312.342
1838,22022,20-21,312.062
1839,22023,20-21,120.94499999999994
1840,22024,20-21,318.282
1841,22025,20-21,319.022
1842,22026,20-21,1.865000000000009
1843,22027,20-21,317.952
1844,22028,20-21,19.454999999999927
1845,22029,20-21,318.60200000000003
1846,22030,20-21,312.182
1847,22031,20-21,311.882
1848,22032,20-21,312.262
1849,22033,20-21,312.332
1850,22034,20-21,312.152
1851,22035,20-21,107.68499999999995
1852,22036,20-21,312.152
1853,22037,20-21,324.372
1854,22038,20-21,360.592
1855,22039,20-21,312.322
1856,22040,20-21,312.252
1857,22041,20-21,312.252
1858,22042,20-21,317.952
1859,22043,20-21,8.555000000000064
1860,22044,20-21,312.642
1861,22045,20-21,7.644999999999982
1862,22046,20-21,317.722
1863,22047,20-21,317.722
1864,31001,20-21,414.084
1865,31002,20-21,420.244
1866,31003,20-21,419.624
1867,31004,20-21,414.024
1868,31005,20-21,522.014
1869,31006,20-21,432.834
1870,31007,20-21,414.044
1871,31008,20-21,413.914
1872,31009,20-21,25.009000000000015
1873,31010,20-21,426.814
1874,31011,20-21,425.034
1875,31012,20-21,413.914
1876,31013,20-21,527.724
1877,31014,20-21,414.064
1878,31015,20-21,413.764
1879,31016,20-21,414.034
1880,31017,20-21,522.014
1881,31018,20-21,459.48400000000004
1882,31019,20-21,530.014
1883,31020,20-21,25.528999999999996
1884,31021,20-21,522.014
1885,31022,20-21,425.814
1886,31023,20-21,442.534
1887,31024,20-21,413.724
1888,31025,20-21,541.034
1889,31026,20-21,414.274
1890,31027,20-21,413.874
1891,31028,20-21,445.394
1892,31029,20-21,427.11400000000003
1893,31030,20-21,427.11400000000003
1894,31031,20-21,439.144
1895,31032,20-21,439.384
1896,31033,20-21,522.014
1897,31034,20-21,420.094
1898,31035,20-21,20.249000000000024
1899,31036,20-21,533.544
1900,31037,20-21,443.304
1901,31038,20-21,438.61400000000003
1902,31039,20-21,439.454
1903,31040,20-21,414.004
1904,31041,20-21,432.324
1905,31042,20-21,432.324
1906,31043,20-21,439.154
1907,31044,20-21,414.014
1908,31045,20-21,419.584
1909,32001,20-21,0.0
1910,32002,20-21,152.52599999999995
1911,32003,20-21,337.7869999999999
1912,32004,20-21,349.4869999999999
1913,32005,20-21,337.51699999999994
1914,32006,20-21,337.51699999999994
1915,32007,20-21,337.6769999999999
1916,32008,20-21,355.20699999999994
1917,32009,20-21,361.70699999999994
1918,32010,20-21,20.60699999999997
1919,32011,20-21,366.83699999999993
1920,32012,20-21,337.81699999999995
1921,32013,20-21,337.7969999999999
1922,32014,20-21,146.79599999999994
1923,32015,20-21,349.3469999999999
1924,32016,20-21,350.39699999999993
1925,32017,20-21,350.39699999999993
1926,32018,20-21,337.68699999999995
1927,32019,20-21,355.93699999999995
1928,32020,20-21,361.6569999999999
1929,32021,20-21,159.18599999999992
1930,32022,20-21,351.20699999999994
1931,32023,20-21,146.4559999999999
1932,32024,20-21,146.7059999999999
1933,32025,20-21,337.82699999999994
1934,32026,20-21,343.77699999999993
1935,32027,20-21,152.606
1936,32028,20-21,13.027000000000044
1937,32029,20-21,349.49699999999996
1938,32030,20-21,349.5969999999999
1939,32031,20-21,337.9269999999999
1940,32032,20-21,343.80699999999996
1941,32033,20-21,153.03599999999994
1942,32034,20-21,159.13599999999997
1943,32035,20-21,368.3569999999999
1944,32036,20-21,1.3269999999999982
1945,32037,20-21,0.0
1946,32038,20-21,146.80599999999993
1947,32039,20-21,158.89599999999996
1948,32040,20-21,355.37699999999995
1949,32041,20-21,355.37699999999995
1950,32042,20-21,337.45699999999994
1951,32043,20-21,361.4869999999999
1952,32044,20-21,26.447000000000003
1953,32045,20-21,337.55699999999996
1954,41001,20-21,624.3159999999999
1955,41002,20-21,570.4559999999999
1956,41003,20-21,630.5859999999999
1957,41004,20-21,558.3459999999999
1958,41005,20-21,583.3159999999999
1959,41006,20-21,589.9359999999999
1960,41007,20-21,558.536
1961,41008,20-21,564.646
1962,41009,20-21,570.286
1963,41010,20-21,558.2959999999999
1964,41011,20-21,624.3159999999999
1965,41012,20-21,587.4959999999999
1966,41013,20-21,624.3159999999999
1967,41014,20-21,564.396
1968,41015,20-21,558.266
1969,41016,20-21,624.3159999999999
1970,41017,20-21,642.646
1971,41018,20-21,558.656
1972,41019,20-21,564.4159999999999
1973,41020,20-21,624.3159999999999
1974,41021,20-21,558.266
1975,41022,20-21,569.6959999999999
1976,41023,20-21,575.2159999999999
1977,41024,20-21,558.526
1978,41025,20-21,576.896
1979,41026,20-21,563.7159999999999
1980,41027,20-21,576.406
1981,42001,20-21,32.57600000000002
1982,42002,20-21,38.17599999999999
1983,42003,20-21,37.58600000000001
1984,42004,20-21,25.326000000000022
1985,42005,20-21,44.666
1986,42006,20-21,57.45799999999997
1987,42007,20-21,7.946000000000026
1988,42008,20-21,20.115999999999985
1989,42009,20-21,20.656000000000006
1990,42010,20-21,56.47800000000001
1991,42011,20-21,64.24799999999999
1992,42012,20-21,33.52600000000001
1993,42013,20-21,33.52600000000001
1994,42014,20-21,32.20600000000002
1995,42015,20-21,243.173
1996,42016,20-21,24.31600000000003
1997,42017,20-21,38.42599999999999
1998,42018,20-21,38.42599999999999
1999,42019,20-21,13.475999999999999
2000,42020,20-21,29.996000000000038
2001,42021,20-21,36.136000000000024
2002,42022,20-21,20.615999999999985
2003,42023,20-21,49.43799999999999
2004,42024,20-21,61.738
2005,42025,20-21,36.74600000000004
2006,42026,20-21,32.12600000000003
2007,51001,20-21,26.25
2008,51002,20-21,26.25
2009,51003,20-21,7.810000000000002
2010,51004,20-21,7.810000000000002
2011,51005,20-21,7.8799999999999955
2012,51006,20-21,14.099999999999966
2013,51007,20-21,14.099999999999966
2014,51008,20-21,8.0
2015,51009,20-21,33.30799999999999
2016,51010,20-21,48.19799999999998
2017,51011,20-21,47.55799999999999
2018,51012,20-21,38.988
2019,51013,20-21,38.988
2020,51014,20-21,20.22999999999996
2021,51015,20-21,20.359999999999957
2022,51016,20-21,18.909999999999968
2023,51017,20-21,13.549999999999955
2024,51018,20-21,46.19799999999998
2025,51019,20-21,44.608000000000004
2026,51020,20-21,43.68799999999999
2027,51021,20-21,60.928
2028,51022,20-21,60.928
2029,51023,20-21,33.867999999999995
2030,51024,20-21,49.43799999999999
2031,51025,20-21,48.05799999999999
2032,51026,20-21,47.88799999999998
2033,51027,20-21,47.88799999999998
2034,51028,20-21,45.418000000000006
2035,51029,20-21,45.418000000000006
2036,51030,20-21,43.898000000000025
2037,51031,20-21,44.798
2038,51032,20-21,44.49799999999999
2039,51033,20-21,85.83800000000002
2040,51034,20-21,91.44799999999998
2041,51035,20-21,13.810000000000002
2042,51036,20-21,25.089999999999975
2043,51037,20-21,30.629999999999995
2044,51038,20-21,18.349999999999966
2045,51039,20-21,13.870000000000005
2046,51040,20-21,7.2099999999999795
2047,51041,20-21,1.3799999999999955
2048,51042,20-21,31.089999999999975
2049,51043,20-21,31.089999999999975
2050,51044,20-21,45.55799999999999
2051,51045,20-21,45.55799999999999
2052,51046,20-21,19.49000000000001
2053,51047,20-21,19.109999999999957
2054,51048,20-21,1.6200000000000045
2055,12001,21-22,7.33099999999996
2056,12002,21-22,1.3809999999999718
2057,12003,21-22,123.28099999999995
2058,12004,21-22,1.4909999999999854
2059,12005,21-22,7.890999999999963
2060,12006,21-22,192.21299999999997
2061,12007,21-22,7.2309999999999945
2062,12008,21-22,382.703
2063,12009,21-22,13.82099999999997
2064,12010,21-22,197.90299999999996
2065,12011,21-22,120.15099999999995
2066,12012,21-22,198.60299999999995
2067,12013,21-22,192.08299999999997
2068,12014,21-22,1.8309999999999604
2069,12015,21-22,192.183
2070,12016,21-22,192.28299999999996
2071,12017,21-22,19.36099999999999
2072,12018,21-22,192.373
2073,12019,21-22,205.44299999999998
2074,12020,21-22,192.313
2075,12021,21-22,198.54299999999995
2076,12022,21-22,192.35299999999995
2077,12023,21-22,1.690999999999974
2078,12024,21-22,198.46299999999997
2079,12025,21-22,192.46299999999997
2080,12026,21-22,192.32299999999998
2081,12027,21-22,192.433
2082,12028,21-22,192.053
2083,12029,21-22,192.28299999999996
2084,12030,21-22,198.493
2085,12031,21-22,192.22299999999996
2086,12032,21-22,0.0
2087,12033,21-22,192.363
2088,12034,21-22,198.47299999999996
2089,12035,21-22,1.6709999999999354
2090,12036,21-22,192.22299999999996
2091,12037,21-22,211.72299999999996
2092,12038,21-22,192.363
2093,21001,21-22,351.31499999999994
2094,21002,21-22,339.24499999999995
2095,21003,21-22,14.233999999999924
2096,21004,21-22,333.06499999999994
2097,21005,21-22,1.4939999999999145
2098,21006,21-22,7.793999999999983
2099,21007,21-22,20.343999999999937
2100,21008,21-22,333.22499999999997
2101,21009,21-22,333.22499999999997
2102,21010,21-22,333.05499999999995
2103,21011,21-22,1.5339999999999918
2104,21012,21-22,7.69399999999996
2105,21013,21-22,333.265
2106,21014,21-22,333.22499999999997
2107,21015,21-22,7.663999999999987
2108,21016,21-22,1.62399999999991
2109,21017,21-22,1.7239999999999327
2110,21018,21-22,1.7239999999999327
2111,21019,21-22,333.22499999999997
2112,21020,21-22,333.28499999999997
2113,21021,21-22,339.395
2114,21022,21-22,1.5139999999998963
2115,21023,21-22,14.024000000000001
2116,21024,21-22,14.003999999999905
2117,21025,21-22,333.24499999999995
2118,21026,21-22,345.5849999999999
2119,21027,21-22,333.24499999999995
2120,21028,21-22,333.28499999999997
2121,21029,21-22,333.35499999999996
2122,21030,21-22,344.99499999999995
2123,21031,21-22,345.145
2124,21032,21-22,345.78499999999997
2125,21033,21-22,333.135
2126,21034,21-22,333.395
2127,21035,21-22,7.953999999999951
2128,21036,21-22,333.28499999999997
2129,21037,21-22,333.17499999999995
2130,21038,21-22,339.62499999999994
2131,21039,21-22,339.62499999999994
2132,21040,21-22,333.19499999999994
2133,21041,21-22,344.66499999999996
2134,21042,21-22,333.03499999999997
2135,21043,21-22,7.94399999999996
2136,21044,21-22,339.3349999999999
2137,21045,21-22,356.85499999999996
2138,21046,21-22,333.275
2139,21047,21-22,333.275
2140,21048,21-22,333.0849999999999
2141,21049,21-22,7.903999999999996
2142,21050,21-22,345.7149999999999
2143,21051,21-22,338.755
2144,21052,21-22,7.683999999999969
2145,21053,21-22,1.5039999999999054
2146,22001,21-22,18.694999999999936
2147,22002,21-22,318.172
2148,22003,21-22,336.512
2149,22004,21-22,336.512
2150,22005,21-22,318.122
2151,22006,21-22,317.962
2152,22007,21-22,312.232
2153,22008,21-22,324.04200000000003
2154,22009,21-22,7.514999999999986
2155,22010,21-22,318.432
2156,22011,21-22,312.29200000000003
2157,22012,21-22,1.7450000000000045
2158,22013,21-22,13.825000000000045
2159,22014,21-22,312.402
2160,22015,21-22,312.252
2161,22016,21-22,311.932
2162,22017,21-22,2.0049999999999955
2163,22018,21-22,318.182
2164,22019,21-22,312.35200000000003
2165,22020,21-22,312.492
2166,22021,21-22,7.785000000000082
2167,22022,21-22,7.785000000000082
2168,22023,21-22,7.805000000000064
2169,22024,21-22,7.805000000000064
2170,22025,21-22,325.142
2171,22026,21-22,312.252
2172,22027,21-22,312.322
2173,22028,21-22,331.222
2174,22029,21-22,312.262
2175,22030,21-22,312.262
2176,22031,21-22,18.795000000000073
2177,22032,21-22,312.022
2178,22033,21-22,317.922
2179,22034,21-22,323.582
2180,22035,21-22,324.592
2181,22036,21-22,1.7049999999999272
2182,22037,21-22,1.8250000000000455
2183,22038,21-22,312.342
2184,22039,21-22,312.342
2185,22040,21-22,318.54200000000003
2186,22041,21-22,323.862
2187,22042,21-22,317.552
2188,22043,21-22,318.692
2189,22044,21-22,318.692
2190,22045,21-22,14.045000000000073
2191,22046,21-22,318.512
2192,22047,21-22,312.29200000000003
2193,22048,21-22,312.362
2194,22049,21-22,324.482
2195,22050,21-22,318.532
2196,22051,21-22,312.35200000000003
2197,22052,21-22,318.702
2198,22053,21-22,312.172
2199,31001,21-22,413.994
2200,31002,21-22,419.884
2201,31003,21-22,414.164
2202,31004,21-22,413.774
2203,31005,21-22,420.444
2204,31006,21-22,420.444
2205,31007,21-22,425.774
2206,31008,21-22,419.454
2207,31009,21-22,413.844
2208,31010,21-22,8.298999999999978
2209,31011,21-22,413.724
2210,31012,21-22,7.079000000000065
2211,31013,21-22,426.714
2212,31014,21-22,426.05400000000003
2213,31015,21-22,1.2289999999999281
2214,31016,21-22,0.0
2215,31017,21-22,413.964
2216,31018,21-22,420.344
2217,31019,21-22,420.344
2218,31020,21-22,419.684
2219,31021,21-22,413.564
2220,31022,21-22,420.754
2221,31023,21-22,522.014
2222,31024,21-22,433.444
2223,31025,21-22,426.414
2224,31026,21-22,413.884
2225,31027,21-22,420.374
2226,31028,21-22,425.074
2227,31029,21-22,425.074
2228,31030,21-22,426.904
2229,31031,21-22,426.094
2230,31032,21-22,420.284
2231,31033,21-22,420.284
2232,31034,21-22,522.014
2233,31035,21-22,420.164
2234,31036,21-22,420.264
2235,31037,21-22,414.334
2236,31038,21-22,413.994
2237,31039,21-22,413.994
2238,31040,21-22,413.904
2239,31041,21-22,420.294
2240,31042,21-22,426.784
2241,31043,21-22,418.80400000000003
2242,31044,21-22,414.014
2243,31045,21-22,414.014
2244,31046,21-22,0.0
2245,32001,21-22,344.4169999999999
2246,32002,21-22,343.25699999999995
2247,32003,21-22,337.70699999999994
2248,32004,21-22,152.73599999999988
2249,32005,21-22,337.4769999999999
2250,32006,21-22,337.3569999999999
2251,32007,21-22,0.0
2252,32008,21-22,158.63599999999997
2253,32009,21-22,356.32699999999994
2254,32010,21-22,146.65599999999995
2255,32011,21-22,146.7059999999999
2256,32012,21-22,146.75599999999997
2257,32013,21-22,337.77699999999993
2258,32014,21-22,343.63699999999994
2259,32015,21-22,337.57699999999994
2260,32016,21-22,337.80699999999996
2261,32017,21-22,18.886999999999944
2262,32018,21-22,337.94699999999995
2263,32019,21-22,153.01599999999996
2264,32020,21-22,350.7369999999999
2265,32021,21-22,337.55699999999996
2266,32022,21-22,337.76699999999994
2267,32023,21-22,356.7869999999999
2268,32024,21-22,77.34699999999998
2269,32025,21-22,337.63699999999994
2270,32026,21-22,344.0969999999999
2271,32027,21-22,152.90599999999995
2272,32028,21-22,1.5069999999999482
2273,32029,21-22,361.61699999999996
2274,32030,21-22,351.19699999999995
2275,32031,21-22,343.9869999999999
2276,32032,21-22,337.62699999999995
2277,32033,21-22,146.93599999999992
2278,32034,21-22,337.9169999999999
2279,32035,21-22,146.53599999999994
2280,32036,21-22,337.4669999999999
2281,32037,21-22,337.4669999999999
2282,32038,21-22,0.0
2283,32039,21-22,337.4869999999999
2284,32040,21-22,1.4370000000000118
2285,32041,21-22,152.78599999999994
2286,32042,21-22,343.30699999999996
2287,32043,21-22,337.5369999999999
2288,32044,21-22,355.7269999999999
2289,32045,21-22,337.6769999999999
2290,32046,21-22,0.0
2291,41001,21-22,636.3659999999999
2292,41002,21-22,558.406
2293,41003,21-22,558.2459999999999
2294,41004,21-22,558.3259999999999
2295,41005,21-22,558.8059999999999
2296,41006,21-22,564.776
2297,41007,21-22,388.4229999999999
2298,41008,21-22,558.3059999999999
2299,41009,21-22,370.6829999999999
2300,41010,21-22,624.3159999999999
2301,41011,21-22,564.4759999999999
2302,41012,21-22,558.266
2303,41013,21-22,558.4459999999999
2304,41014,21-22,558.6059999999999
2305,41015,21-22,370.8829999999999
2306,41016,21-22,582.4759999999999
2307,41017,21-22,564.876
2308,41018,21-22,558.4759999999999
2309,41019,21-22,558.4459999999999
2310,41020,21-22,558.3459999999999
2311,41021,21-22,376.36299999999994
2312,41022,21-22,558.2959999999999
2313,41023,21-22,558.3559999999999
2314,41024,21-22,576.5959999999999
2315,41025,21-22,564.5659999999999
2316,41026,21-22,624.3159999999999
2317,41027,21-22,595.776
2318,41028,21-22,624.3159999999999
2319,41029,21-22,624.3159999999999
2320,41030,21-22,576.776
2321,41031,21-22,37.79399999999998
2322,42001,21-22,32.12600000000003
2323,42002,21-22,14.076000000000022
2324,42003,21-22,14.126000000000033
2325,42004,21-22,14.126000000000033
2326,42005,21-22,19.925999999999988
2327,42006,21-22,1.8859999999999673
2328,42007,21-22,7.896000000000015
2329,42008,21-22,7.426000000000045
2330,42009,21-22,1.6960000000000264
2331,42010,21-22,7.286000000000001
2332,42011,21-22,19.56600000000003
2333,42012,21-22,19.56600000000003
2334,42013,21-22,31.77600000000001
2335,42014,21-22,31.77600000000001
2336,42015,21-22,40.33600000000001
2337,42016,21-22,14.126000000000033
2338,42017,21-22,14.126000000000033
2339,42018,21-22,21.31600000000003
2340,42019,21-22,21.31600000000003
2341,42020,21-22,7.975999999999999
2342,42021,21-22,14.73599999999999
2343,42022,21-22,33.92599999999999
2344,42023,21-22,13.316000000000031
2345,42024,21-22,13.316000000000031
2346,42025,21-22,14.225999999999999
2347,42026,21-22,33.45600000000002
2348,42027,21-22,33.45600000000002
2349,42028,21-22,14.27600000000001
2350,42029,21-22,14.27600000000001
2351,51001,21-22,13.240000000000009
2352,51002,21-22,25.609999999999957
2353,51003,21-22,19.91999999999996
2354,51004,21-22,7.46999999999997
2355,51005,21-22,38.34800000000001
2356,51006,21-22,39.648000000000025
2357,51007,21-22,55.358000000000004
2358,51008,21-22,19.44999999999999
2359,51009,21-22,6.729999999999961
2360,51010,21-22,7.930000000000007
2361,51011,21-22,14.029999999999973
2362,51012,21-22,14.029999999999973
2363,51013,21-22,24.849999999999966
2364,51014,21-22,24.849999999999966
2365,51015,21-22,7.449999999999989
2366,51016,21-22,13.560000000000002
2367,51017,21-22,13.759999999999991
2368,51018,21-22,25.5
2369,51019,21-22,37.837999999999965
2370,51020,21-22,44.13799999999998
2371,51021,21-22,19.859999999999957
2372,51022,21-22,13.849999999999966
2373,51023,21-22,13.849999999999966
2374,51024,21-22,1.5499999999999545
2375,51025,21-22,45.398000000000025
2376,51026,21-22,54.867999999999995
2377,51027,21-22,18.839999999999975
2378,51028,21-22,20.159999999999968
2379,51029,21-22,20.159999999999968
2380,51030,21-22,25.66999999999996
2381,51031,21-22,45.358000000000004
2382,51032,21-22,29.779999999999973
2383,51033,21-22,29.779999999999973
2384,51034,21-22,320.94499999999994
2385,51035,21-22,49.99799999999999
2386,51036,21-22,14.20999999999998
2387,51037,21-22,32.27999999999997
2388,51038,21-22,32.27999999999997
2389,51039,21-22,34.59800000000001
2390,51040,21-22,32.079999999999984
2391,51041,21-22,7.789999999999964
2392,51042,21-22,55.00799999999998
2393,51043,21-22,73.46800000000002
2394,51044,21-22,13.569999999999993
2395,51045,21-22,13.569999999999993
2396,51046,21-22,14.049999999999955
2397,51047,21-22,14.049999999999955
2398,51048,21-22,44.09800000000001
2399,51049,21-22,44.09800000000001
2400,51050,21-22,7.430000000000007
2401,51051,21-22,13.799999999999955
